timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1746303157770,1372,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6171,1457,5,5,null,1049,50335,211
1746303208100,1823,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-2,text,true,,6171,1457,5,5,https://jpetstore.aspectran.com/,1413,0,463
1746303208100,1413,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-2,,true,,252,767,5,5,https://jpetstore.aspectran.com/account/signon,1413,0,463
1746303209514,409,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-2,text,true,,5919,690,5,5,https://jpetstore.aspectran.com/,405,0,0
1746303157963,1823,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6171,1457,5,5,null,1413,50141,463
1746303208865,1277,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-5,text,true,,6171,1459,5,5,https://jpetstore.aspectran.com/,962,0,134
1746303208865,962,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-5,,true,,252,768,5,5,https://jpetstore.aspectran.com/account/signon,962,0,134
1746303209828,314,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-5,text,true,,5919,691,5,5,https://jpetstore.aspectran.com/,314,0,0
1746303158657,1277,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6171,1459,5,5,null,962,50213,134
1746303208961,1432,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-3,text,true,,6171,1455,5,5,https://jpetstore.aspectran.com/,1075,0,230
1746303208961,1075,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-3,,true,,252,766,5,5,https://jpetstore.aspectran.com/account/signon,1075,0,230
1746303210037,356,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-3,text,true,,5919,689,5,5,https://jpetstore.aspectran.com/,356,0,0
1746303158540,1432,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6171,1455,5,5,null,1075,50426,230
1746303209425,1590,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-4,text,true,,6171,1455,5,5,https://jpetstore.aspectran.com/,1163,0,266
1746303209425,1163,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-4,,true,,252,766,5,5,https://jpetstore.aspectran.com/account/signon,1163,0,266
1746303210589,426,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-4,text,true,,5919,689,5,5,https://jpetstore.aspectran.com/,424,0,0
1746303159033,1590,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6171,1455,5,5,null,1163,50397,266
1746303227935,338,01_04_ClickOnFish,200,OK,Generate Html 1-1,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,337,0,0
1746303209473,338,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5542,597,5,5,null,337,18463,0
1746303228398,418,01_04_ClickOnFish,200,OK,Generate Html 1-2,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,418,0,0
1746303209924,418,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5542,597,5,5,null,418,18475,0
1746303228734,390,01_04_ClickOnFish,200,OK,Generate Html 1-5,text,true,,5542,598,5,5,https://jpetstore.aspectran.com/categories/FISH,390,0,0
1746303210143,390,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5542,598,5,5,null,390,18593,0
1746303229069,360,01_04_ClickOnFish,200,OK,Generate Html 1-3,text,true,,5542,596,5,5,https://jpetstore.aspectran.com/categories/FISH,360,0,0
1746303210394,360,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5542,596,5,5,null,360,18677,0
1746303229691,383,01_04_ClickOnFish,200,OK,Generate Html 1-4,text,true,,5542,596,5,5,https://jpetstore.aspectran.com/categories/FISH,383,0,0
1746303211016,383,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5542,596,5,5,null,383,18677,0
1746303243020,405,01_05_ClickOnProduct,200,OK,Generate Html 1-1,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,402,0,0
1746303228273,405,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5613,614,5,5,null,402,14749,0
1746303243851,392,01_05_ClickOnProduct,200,OK,Generate Html 1-2,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,391,0,0
1746303228816,392,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5613,614,5,5,null,391,15036,0
1746303244090,320,01_05_ClickOnProduct,200,OK,Generate Html 1-5,text,true,,5613,615,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,319,0,0
1746303229125,320,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5613,615,5,5,null,319,14966,0
1746303244410,392,01_05_ClickOnProduct,200,OK,Generate Html 1-3,text,true,,5613,613,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,392,0,0
1746303229430,392,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5613,613,5,5,null,392,14982,0
1746303244923,377,01_05_ClickOnProduct,200,OK,Generate Html 1-4,text,true,,5613,613,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,374,0,0
1746303230075,377,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5613,613,5,5,null,374,14849,0
1746303269917,1288,01_06_ClickOnAddToCart,200,OK,Generate Html 1-1,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,962,0,133
1746303269917,962,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-1,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,962,0,133
1746303270879,326,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-1,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,326,0,0
1746303243426,1288,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6273,1242,5,5,null,962,26493,133
1746303271052,1291,01_06_ClickOnAddToCart,200,OK,Generate Html 1-2,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,969,0,155
1746303271052,969,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-2,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,969,0,155
1746303272021,322,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-2,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,321,0,0
1746303244243,1291,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6273,1242,5,5,null,969,26811,155
1746303270956,1395,01_06_ClickOnAddToCart,200,OK,Generate Html 1-5,text,true,,6273,1244,5,5,https://jpetstore.aspectran.com/cart/viewCart,1021,0,184
1746303270956,1021,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-5,,true,,265,631,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,1021,0,184
1746303271977,374,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-5,text,true,,6008,613,5,5,https://jpetstore.aspectran.com/cart/viewCart,368,0,0
1746303244410,1395,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6273,1244,5,5,null,1021,26548,184
1746303271592,1531,01_06_ClickOnAddToCart,200,OK,Generate Html 1-3,text,true,,6273,1240,5,5,https://jpetstore.aspectran.com/cart/viewCart,1174,0,273
1746303271592,1174,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-3,,true,,265,629,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,1174,0,273
1746303272767,356,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-3,text,true,,6008,611,5,5,https://jpetstore.aspectran.com/cart/viewCart,353,0,0
1746303244803,1531,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6273,1240,5,5,null,1174,26791,273
1746303272111,1613,01_06_ClickOnAddToCart,200,OK,Generate Html 1-4,text,true,,6273,1240,5,5,https://jpetstore.aspectran.com/cart/viewCart,1162,0,290
1746303272111,1162,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-4,,true,,265,629,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,1162,0,290
1746303273273,451,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-4,text,true,,6008,611,5,5,https://jpetstore.aspectran.com/cart/viewCart,450,0,0
1746303245300,1613,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6273,1240,5,5,null,1162,26813,290
1746303287277,320,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-1,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,318,0,0
1746303271205,320,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6037,613,5,5,null,318,16073,0
1746303288322,316,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-5,text,true,,6037,614,5,5,https://jpetstore.aspectran.com/order/newOrderForm,315,0,0
1746303272351,316,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6037,614,5,5,null,315,15973,0
1746303288336,327,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-2,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,322,0,0
1746303272344,327,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6037,613,5,5,null,322,15993,0
1746303289356,318,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-3,text,true,,6037,612,5,5,https://jpetstore.aspectran.com/order/newOrderForm,318,0,0
1746303273123,318,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6037,612,5,5,null,318,16235,0
1746303289910,340,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-4,text,true,,6037,612,5,5,https://jpetstore.aspectran.com/order/newOrderForm,337,0,0
1746303273725,340,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6037,612,5,5,null,337,16186,0
1746303306669,340,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-1,text,true,,5856,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,338,0,0
1746303287598,340,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5856,1016,5,5,null,338,19072,0
1746303307432,327,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-5,text,true,,5856,1017,5,5,https://jpetstore.aspectran.com/order/newOrder,325,0,0
1746303288639,327,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5856,1017,5,5,null,325,18794,0
1746303307671,365,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-2,text,true,,5856,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,361,0,0
1746303288664,365,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5856,1016,5,5,null,361,19008,0
1746303308605,352,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-3,text,true,,5857,1015,5,5,https://jpetstore.aspectran.com/order/newOrder,350,0,0
1746303289675,352,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5857,1015,5,5,null,350,18932,0
1746303308969,427,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-4,text,true,,5857,1015,5,5,https://jpetstore.aspectran.com/order/newOrder,425,0,0
1746303290251,427,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5857,1015,5,5,null,425,18720,0
1746303322874,703,01_09_ClickOnConfirm,200,OK,Generate Html 1-1,text,true,,6427,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15679&submitted=true,332,0,0
1746303322874,332,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-1,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,332,0,0
1746303323207,370,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-1,text,true,,6131,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15679&submitted=true,365,0,0
1746303307009,703,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6427,1468,5,5,null,332,15867,0
1746303323603,738,01_09_ClickOnConfirm,200,OK,Generate Html 1-5,text,true,,6437,1470,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15680&submitted=true,337,0,0
1746303323603,337,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-5,,true,,296,739,5,5,https://jpetstore.aspectran.com/order/submitOrder,337,0,0
1746303323940,401,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-5,text,true,,6141,731,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15680&submitted=true,395,0,0
1746303307759,738,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6437,1470,5,5,null,337,15847,0
1746303323863,675,01_09_ClickOnConfirm,200,OK,Generate Html 1-2,text,true,,6434,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15681&submitted=true,333,0,0
1746303323863,333,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-2,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,333,0,0
1746303324196,342,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-2,text,true,,6138,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15681&submitted=true,340,0,0
1746303308036,675,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6434,1468,5,5,null,333,15829,0
1746303324595,771,01_09_ClickOnConfirm,200,OK,Generate Html 1-3,text,true,,6432,1466,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15682&submitted=true,367,0,0
1746303324595,367,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-3,,true,,296,737,5,5,https://jpetstore.aspectran.com/order/submitOrder,367,0,0
1746303324962,404,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-3,text,true,,6136,729,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15682&submitted=true,390,0,0
1746303308958,771,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6432,1466,5,5,null,367,15639,0
1746303325131,889,01_09_ClickOnConfirm,200,OK,Generate Html 1-4,text,true,,6432,1466,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15683&submitted=true,429,0,0
1746303325131,429,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-4,,true,,296,737,5,5,https://jpetstore.aspectran.com/order/submitOrder,429,0,0
1746303325560,460,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-4,text,true,,6136,729,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15683&submitted=true,457,0,0
1746303309397,889,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6432,1466,5,5,null,429,15736,0
1746303340678,1816,01_10_ClickOnSignOut,200,OK,Generate Html 1-1,text,true,,6221,1267,5,5,https://jpetstore.aspectran.com/,1355,0,395
1746303340678,1355,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-1,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,1355,0,395
1746303342033,461,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-1,text,true,,5829,626,5,5,https://jpetstore.aspectran.com/,461,0,0
1746303323577,1816,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6221,1267,5,5,null,1355,17103,395
1746303341562,1356,01_10_ClickOnSignOut,200,OK,Generate Html 1-2,text,true,,6220,1267,5,5,https://jpetstore.aspectran.com/,998,0,160
1746303341562,998,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-2,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,998,0,160
1746303342560,358,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-2,text,true,,5828,626,5,5,https://jpetstore.aspectran.com/,356,0,0
1746303324538,1356,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6220,1267,5,5,null,998,17025,160
1746303342190,1801,01_10_ClickOnSignOut,200,OK,Generate Html 1-3,text,true,,6220,1265,5,5,https://jpetstore.aspectran.com/,1395,0,438
1746303342190,1395,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-3,,true,,391,640,5,5,https://jpetstore.aspectran.com/account/signoff,1395,0,438
1746303343585,406,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-3,text,true,,5829,625,5,5,https://jpetstore.aspectran.com/,406,0,0
1746303325366,1801,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6220,1265,5,5,null,1395,16826,438
1746303343014,1465,01_10_ClickOnSignOut,200,OK,Generate Html 1-4,text,true,,6220,1265,5,5,https://jpetstore.aspectran.com/,1111,0,242
1746303343014,1111,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-4,,true,,391,640,5,5,https://jpetstore.aspectran.com/account/signoff,1111,0,242
1746303344125,354,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-4,text,true,,5829,625,5,5,https://jpetstore.aspectran.com/,354,0,0
1746303326020,1465,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6220,1265,5,5,null,1111,16995,242
1746303341477,3565,01_10_ClickOnSignOut,200,OK,Generate Html 1-5,text,true,,6222,1269,5,5,https://jpetstore.aspectran.com/,2349,0,1389
1746303341477,2349,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-5,,true,,393,642,5,5,https://jpetstore.aspectran.com/account/signoff,2349,0,1389
1746303343827,1215,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-5,text,true,,5829,627,5,5,https://jpetstore.aspectran.com/,1021,0,0
1746303324342,3565,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6222,1269,5,5,null,2349,17136,1389
1746303361617,453,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-1,text,true,,5739,577,5,5,https://jpetstore.aspectran.com/,450,0,0
1746303361974,415,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-2,text,true,,5739,576,5,5,https://jpetstore.aspectran.com/,414,0,0
